usage_id,user_email,dataset_uuid,project_name,project_category,usage_date
446,jessica.lewis@icloud.com,6ebf38e4-0d32-4053-9aa9-24a3a536a354,Education Gap Research,machine learning,2024-10-19
447,steven.scott@protonmail.com,4d9f7f2f-2648-47d7-a53e-19ceca091a8e,Housing Affordability,field research,2020-07-07
448,anthony_923@gmail.com,e0c9e46c-47e7-423e-be85-555f46b218d3,Agricultural Yield Prediction,field research,2024-07-20
449,cwilliams@edu.com,61d5432e-02ff-483f-a240-00687170a599,Budget Optimization,analytics,2020-02-19
450,richard_177@protonmail.com,90aa0897-3813-4158-bfc7-a490dcf6e059,Healthcare Access Study,machine learning,2020-09-23
451,robert.nelson@yahoo.com,5045b8c3-bff4-445c-8644-82d254bb09af,Fraud Detection System,machine learning,2020-07-02
452,dwilliams@yahoo.com,72bcfeed-0688-444e-966d-b3c1e13fa517,Food Security Assessment,analytics,2020-01-20
453,donaldmar1@university.edu,05267f86-def3-4b8e-be9f-7fd38749274a,Crime Pattern Analysis,analytics,2020-03-28
454,edwardcam@hotmail.com,cd6436fa-6ca7-4cc6-91bc-414d79f60fcf,Fraud Detection System,analytics,2022-07-30
455,donnadav@gmail.com,4249eaa3-e78a-4a7e-98ef-64b8ee9dd1c0,Digital Divide Analysis,analytics,2024-03-31
456,kenneth_806@edu.com,385e2047-ad3b-4f73-a3f8-80607a1397ab,Crime Pattern Analysis,machine learning,2024-11-11
457,bperez@yahoo.com,8e4862a4-50ee-4d4a-b108-3ae00b2a472b,Education Gap Research,analytics,2023-01-17
458,stephanie_259@university.edu,fdd02907-a3f4-44d2-ba3b-a73e4398340c,Public Health Dashboard,analytics,2023-09-18
459,susan_383@yahoo.com,b6d4fa55-95a6-4f78-bf73-81861a9022df,Urban Mobility Study,analytics,2020-03-02
460,george.torres@protonmail.com,3cce10ba-0fe2-4566-959d-ad38e8c8fe7a,Fraud Detection System,field research,2024-12-22
461,georgedav@protonmail.com,9371111c-ba7b-416e-b81c-f1128480a4e6,Disaster Resilience Planning,machine learning,2020-01-11
462,christopher.thomas@university.edu,39a9aa76-cef1-4cfd-a545-4b551a54236b,Customer Behavior Model,machine learning,2022-03-05
463,aroberts@protonmail.com,f79d2e0e-d1eb-4763-ba39-b219a9e8810c,Public Health Dashboard,field research,2021-04-28
464,ronaldgar@yahoo.com,8003204b-36f1-40c9-9b0a-b4ece69b1f47,Customer Behavior Model,machine learning,2022-10-11
465,brian_343@university.edu,12016ef0-41df-4ed1-81c3-961a8863590f,Transportation Network Analysis,analytics,2020-03-15
466,kevin.williams@edu.com,90470a82-3ea3-4eac-ac80-e4140b676ffe,Infrastructure Assessment,machine learning,2020-04-09
467,kenneth.brown@icloud.com,8a5bdf5b-2f60-4613-806e-03f54dd58c95,Food Security Assessment,field research,2020-01-15
468,kevinall@gmail.com,704bda8e-5fd4-4361-b349-1b38ad7b2f80,Digital Divide Analysis,analytics,2023-11-13
469,charles.robinson@icloud.com,283b5ba2-f530-4a28-b337-2fab7007e315,Fraud Detection System,machine learning,2021-04-13
470,sarah_416@edu.com,1a37383d-8da7-4ec3-b6b3-e66455d6a621,Environmental Compliance,machine learning,2020-02-25
471,lramirez@university.edu,b6d4fa55-95a6-4f78-bf73-81861a9022df,Healthcare Access Study,field research,2021-01-18
472,joshuagar@edu.com,477dbda7-c554-4ef9-ad47-08de86e8cfa0,Agricultural Yield Prediction,analytics,2020-03-14
473,kennethriv@university.edu,6a178165-27ac-47ee-8bde-484fb90716db,Digital Divide Analysis,field research,2021-07-11
474,ashley.hill@protonmail.com,5fd93d06-3f0a-453d-a748-4d4c528465be,Economic Forecasting Model,machine learning,2021-05-15
475,jamesflo@university.edu,0d9246c5-d989-4c14-b38e-4bef1a683d1f,Fraud Detection System,machine learning,2023-09-25
476,christopher.thomas@university.edu,dca0300f-ec77-4233-95ce-f7556a7a57f7,Renewable Energy Mapping,machine learning,2020-07-24
477,sarah_607@edu.com,bd0d91de-ee48-48ad-986f-205f4df735dc,Air Quality Index Tracker,analytics,2020-03-01
478,donaldsco@protonmail.com,03dea6db-e3b6-4a8e-8b16-aa824ae8eef8,Water Quality Monitoring,analytics,2020-04-22
479,brian.robinson@gmail.com,49f291b3-8a3e-4474-88e0-8bfaa0ae8e6d,Customer Behavior Model,analytics,2021-08-23
480,bgarcia@yahoo.com,a7ec22dc-7ddf-410f-9e52-40b279427122,Infrastructure Assessment,analytics,2023-07-30
481,richard.roberts@gmail.com,c162bad5-d829-4b7a-976f-50fc2ca23513,Food Security Assessment,field research,2023-10-25
482,joshuagar@edu.com,df03c3a5-dd59-4157-ac96-649717b9c336,Agricultural Yield Prediction,analytics,2021-04-29
483,george.torres@protonmail.com,32ab298d-d542-4620-bb9c-64ee4fcb400b,Crime Pattern Analysis,machine learning,2021-04-06
484,mark_829@hotmail.com,402db6e4-752b-4441-a94c-5ae6995d5455,Labor Market Trends,machine learning,2021-07-23
485,richard.roberts@gmail.com,bd0d91de-ee48-48ad-986f-205f4df735dc,Disaster Resilience Planning,analytics,2023-04-19
486,margaret_250@edu.com,d04260ce-357a-4202-997c-c78dffbdcbee,Population Growth Forecast,analytics,2023-12-09
487,betty.carter@outlook.com,ed24d74d-6290-465d-9998-b562d877aea7,Poverty Alleviation Program,field research,2021-09-03
488,psmith@outlook.com,9abc8911-7b85-4ae6-9f98-e04af8e76087,Education Gap Research,field research,2022-02-11
489,jking@protonmail.com,babf0201-9e47-43c5-ad0c-f957e9eeb758,Urban Mobility Study,analytics,2023-12-31
490,kennethriv@university.edu,76ac6d08-65d7-4642-a6c9-99a8851a1b32,Population Growth Forecast,analytics,2023-08-20
491,mark.hernandez@icloud.com,8bd32344-7c7e-4498-9d8e-870976e208e1,Healthcare Access Study,machine learning,2020-01-12
492,edwardcam@hotmail.com,b988283c-fd9d-4df3-8c19-78d7abd7c5cc,Food Security Assessment,machine learning,2024-04-22
493,carolsan@university.edu,f5eddd58-2e6a-4342-b66a-e815dcc33525,Labor Market Trends,machine learning,2022-11-12
494,david.taylor@yahoo.com,2aaab026-05e0-464f-bce3-81bcc714f07e,Renewable Energy Mapping,field research,2021-08-17
495,donnatay@protonmail.com,13c28af8-92f1-4f03-a0b8-8e792ebfa394,Renewable Energy Mapping,machine learning,2023-08-09
496,lisa.king@gmail.com,5c30b600-4930-4d95-b54e-5115f273b47d,Economic Forecasting Model,field research,2020-08-04
497,richardram@edu.com,1dbfe95f-7f52-437b-8de6-30046f6e81dd,Customer Behavior Model,field research,2020-02-13
498,john.lee@icloud.com,5410a960-6816-4a74-bfa9-8381687b983e,Energy Efficiency Audit,analytics,2020-07-13
499,ashley.hill@protonmail.com,d501f802-631f-4990-b9da-8b1f7624779c,Economic Forecasting Model,field research,2022-12-05
500,barbara_424@gmail.com,b20ba298-ecb4-459d-b95b-e3fec3941890,Disaster Resilience Planning,analytics,2022-04-11
